ID	Old ID	Enzymes	Roles	Reaction
PS_complex_ad8dfc	rxn22111_m_A	Ubiquinone/menaquinone biosynthesis methyltransferase	Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	rxn22111_m
PS_complex_b53e3c	rxn22116_m_A	3,4-dihydroxy-5-polyprenylbenzoate methyltransferase	3,4-dihydroxy-5-polyprenylbenzoate methyltransferase (EC 2.1.1.114)	rxn22116_m
PS_complex_738571	rxn22371_c_A	Spontaneous Reaction	Spontaneous Reaction	rxn22371_c
PS_complex_c4671e	rxn22372_c_A	Phenylalanine N-monooxygenase	Phenylalanine N-monooxygenase (EC 1.14.13.124)	rxn22372_c
PS_complex_4ef39d	rxn22452_c_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22452_c
PS_complex_0e25f9	rxn22452_v_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22452_v
PS_complex_960b81	rxn22454_c_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22454_c
PS_complex_05c8b8	rxn22454_v_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22454_v
PS_complex_46330c	rxn22456_c_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22456_c
PS_complex_b21769	rxn22456_v_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22456_v
PS_complex_7d6a31	rxn22458_c_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22458_c
PS_complex_c97e60	rxn22458_v_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22458_v
PS_complex_f5b6de	rxn22460_c_A	Fatty acids epoxide hydrolase	Fatty acids epoxide hydrolase (no EC)	rxn22460_c
PS_complex_ebcd53	rxn22461_c_A	Fatty acids epoxide hydrolase	Fatty acids epoxide hydrolase (no EC)	rxn22461_c
PS_complex_de4f26	rxn22462_c_A	Fatty acids epoxide hydrolase	Fatty acids epoxide hydrolase (no EC)	rxn22462_c
PS_complex_b0b43b	rxn22463_c_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22463_c
PS_complex_24e5d7	rxn22463_v_A	Free fatty acids epoxidase [oleate, linoleate, linolenate]	Free fatty acids epoxidase [oleate, linoleate, linolenate] (no EC)	rxn22463_v
PS_complex_fcf2f6	rxn22473_c_A	Long-chain fatty acid omega-hydroxylase	Long-chain fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn22473_c
PS_complex_579a3d	rxn22473_r_A	Long-chain fatty acid omega-hydroxylase	Long-chain fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn22473_r
PS_complex_25cd71	rxn22512_c_A	Lauric acid in-chain hydroxylase	Lauric acid in-chain hydroxylase (no EC)	rxn22512_c
PS_complex_5938ce	rxn22524_c_A	Starch, water dikinase	Starch, water dikinase (EC 2.7.9.4)	rxn22524_c
PS_complex_0b3f67	rxn22524_d_A	Starch, water dikinase	Starch, water dikinase (EC 2.7.9.4)	rxn22524_d
PS_complex_eb7c0e	rxn22526_c_A	Phosphoglucan, water dikinase	Phosphoglucan, water dikinase (EC 2.7.9.5)	rxn22526_c
PS_complex_c21f00	rxn22526_d_A	Phosphoglucan, water dikinase	Phosphoglucan, water dikinase (EC 2.7.9.5)	rxn22526_d
PS_complex_a9f89f	rxn22629_c_A	levan hydrolase	levan hydrolase (EC 3.2.1.-)	rxn22629_c
PS_complex_9b9972	rxn22649_d_A	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase (EC 2.4.1.-)	rxn22649_d
PS_complex_9b9619	rxn22718_c_A	Galactolipid galactosyltransferase	Galactolipid galactosyltransferase (EC 2.4.1.184)	rxn22718_c
PS_complex_07358e	rxn22737_c_A	Phosphoglucan phosphatase	Phosphoglucan phosphatase DSP4/SEX4 (EC 3.1.3.-)	rxn22737_c
PS_complex_0adb98	rxn22737_d_A	Phosphoglucan phosphatase	Phosphoglucan phosphatase DSP4/SEX4 (EC 3.1.3.-)	rxn22737_d
PS_complex_2b0370	rxn22738_c_A	glucan phosphatase	glucan phosphatase (EC 3.1.3.-)	rxn22738_c
PS_complex_ac6b8f	rxn22739_d_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn22739_d
PS_complex_b1e29a	rxn22739_n_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn22739_n
PS_complex_c8b87a	rxn22741_d_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn22741_d
PS_complex_3a7765	rxn22741_n_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn22741_n
PS_complex_5e1012	rxn22743_c_A	Starch debranching enzyme, isoamylase	Starch debranching enzyme, isoamylase (EC 3.2.1.68)	rxn22743_c
PS_complex_3c839d	rxn22743_d_A	Starch debranching enzyme, isoamylase	Starch debranching enzyme, isoamylase (EC 3.2.1.68)	rxn22743_d
PS_complex_88723f	rxn22818_c_A	Malonate--CoA ligase	Malonate--CoA ligase (EC 6.2.1.n3)	rxn22818_c
PS_complex_e2ffad	rxn22819_c_A	Malonyl-[acyl-carrier-protein] ligase	Malonyl-[acyl-carrier-protein] ligase (EC 6.2.1.-)	rxn22819_c
PS_complex_6faa9f	rxn22841_c_A	Acylglycerol transacylase	Acylglycerol transacylase	rxn22841_c
PS_complex_5e14b4	rxn22844_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22844_r
PS_complex_a37d7c	rxn22845_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22845_r
PS_complex_df9fe9	rxn22846_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22846_r
PS_complex_7ddd54	rxn22847_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22847_r
PS_complex_410ff4	rxn22848_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22848_r
PS_complex_3c7366	rxn22849_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22849_r
PS_complex_620f32	rxn22850_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22850_r
PS_complex_caaee7	rxn22851_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22851_r
PS_complex_313dbe	rxn22852_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22852_r
PS_complex_6beb46	rxn22853_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22853_r
PS_complex_120ea9	rxn22854_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22854_r
PS_complex_050c8f	rxn22855_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22855_r
PS_complex_ebec29	rxn22856_r_A	Omega-6 oleate desaturase	Omega-6 oleate desaturase (EC 1.14.19.-)	rxn22856_r
PS_complex_db215a	rxn22857_r_A	Omega-3 linoleate desaturase	Omega-3 linoleate desaturase (EC 1.14.19.-)	rxn22857_r
PS_complex_d17c85	rxn22859_c_A	4-alpha-glucanotransferase	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	rxn22859_c
PS_complex_f174b0	rxn22859_d_A	4-alpha-glucanotransferase	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	rxn22859_d
PS_complex_12d4cd	rxn22885_c_A	XXLG xyloglucan galactosyltransferase	XXLG xyloglucan galactosyltransferase	rxn22885_c
PS_complex_f5738c	rxn23394_c_A	Glycerol-3-phosphate 2-O-acyltransferase	Glycerol-3-phosphate 2-O-acyltransferase (EC 2.3.1.198)	rxn23394_c
PS_complex_34252d	rxn23531_c_A	Very-long-chain 3-oxoacyl-CoA reductase of elongase	Very-long-chain 3-oxoacyl-CoA reductase of elongase (EC 1.1.1.330)	rxn23531_c
PS_complex_2cdb3a	rxn23531_r_A	Very-long-chain 3-oxoacyl-CoA reductase of elongase	Very-long-chain 3-oxoacyl-CoA reductase of elongase (EC 1.1.1.330)	rxn23531_r
PS_complex_7388a8	rxn23535_c_A	Very-long-chain 3-oxoacyl-CoA reductase of elongase	Very-long-chain 3-oxoacyl-CoA reductase of elongase (EC 1.1.1.330)	rxn23535_c
PS_complex_7e0ee2	rxn23535_r_A	Very-long-chain 3-oxoacyl-CoA reductase of elongase	Very-long-chain 3-oxoacyl-CoA reductase of elongase (EC 1.1.1.330)	rxn23535_r
PS_complex_81abdf	rxn23536_c_A	Very-long-chain 3-oxoacyl-CoA reductase of elongase	Very-long-chain 3-oxoacyl-CoA reductase of elongase (EC 1.1.1.330)	rxn23536_c
PS_complex_25f99f	rxn23536_r_A	Very-long-chain 3-oxoacyl-CoA reductase of elongase	Very-long-chain 3-oxoacyl-CoA reductase of elongase (EC 1.1.1.330)	rxn23536_r
PS_complex_6a60d0	rxn23706_c_A	Indole glucosinolate glucohydrolase	Indole glucosinolate glucohydrolase (myrosinase)	rxn23706_c
PS_complex_b2d0be	rxn23718_c_A	Phospholipid:diacylglycerol acyltransferase	Phospholipid:diacylglycerol acyltransferase (EC 2.3.1.158)	rxn23718_c
PS_complex_864cba	rxn23722_d_A	FAD4-type (trans) fatty acid desaturase	FAD4-type (trans) fatty acid desaturase (EC 1.14.19.-)	rxn23722_d
PS_complex_c4a93a	rxn23724_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn23724_c
PS_complex_c28601	rxn23724_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn23724_d
PS_complex_1fde60	rxn23724_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn23724_r
PS_complex_4e2952	rxn23726_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn23726_d
PS_complex_0b71a4	rxn23726_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn23726_r
PS_complex_70c55d	rxn23728_d_A	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase (EC 1.14.19.-)	rxn23728_d
PS_complex_50818e	rxn23742_c_A	Alpha-amylase	Alpha-amylase (EC 3.2.1.1)	rxn23742_c
PS_complex_4b2ec5	rxn23742_d_A	Alpha-amylase	Alpha-amylase (EC 3.2.1.1)	rxn23742_d
PS_complex_8bb7fc	rxn23743_d_A	Starch debranching enzyme, pullulanase	Starch debranching enzyme, pullulanase (EC 3.2.1.142)	rxn23743_d
PS_complex_9c9874	rxn23744_c_A	Alpha-amylase	Alpha-amylase (EC 3.2.1.1)	rxn23744_c
PS_complex_626ebe	rxn23744_d_A	Alpha-amylase	Alpha-amylase (EC 3.2.1.1)	rxn23744_d
PS_complex_b70c7c	rxn23745_d_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn23745_d
PS_complex_91ccdd	rxn23745_n_A	Beta-amylase	Beta-amylase (EC 3.2.1.2)	rxn23745_n
PS_complex_f85aaf	rxn23747_c_A	4-alpha-glucanotransferase	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	rxn23747_c
PS_complex_7d7cfc	rxn23747_d_A	4-alpha-glucanotransferase	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	rxn23747_d
PS_complex_47cb25	rxn23751_c_A	kestotetraose hydrolase	kestotetraose hydrolase (EC 3.2.1.-)	rxn23751_c
PS_complex_a8b698	rxn23767_c_A	Homogalacturonan methyltransferase	Homogalacturonan methyltransferase (EC 2.1.1.-)	rxn23767_c
PS_complex_b3c8ea	rxn23769_c_A	Pectinesterase	Pectinesterase (EC 3.1.1.11)	rxn23769_c
PS_complex_8f8a54	rxn23770_c_A	Polygalacturonase	Polygalacturonase (EC 3.2.1.15)	rxn23770_c
PS_complex_939ae0	rxn23772_c_A	Long-chain fatty acid omega-alcohol dehydrogenase	Long-chain fatty acid omega-alcohol dehydrogenase (EC 1.1.1.-)	rxn23772_c
PS_complex_e06be7	rxn23773_c_A	Long-chain fatty acid omega-aldehyde dehydrogenase	Long-chain fatty acid omega-aldehyde dehydrogenase (EC 1.2.1.-)	rxn23773_c
PS_complex_238b41	rxn23774_c_A	CYP81F4 monooxygenase	CYP81F4 monooxygenase	rxn23774_c
PS_complex_505524	rxn23775_c_A	Monooxygenase, catalyses 4-hydroxylation of indolyl-3-methyl glucosinolate (I3M) to 4OH-I3M	Monooxygenase, catalyses 4-hydroxylation of indolyl-3-methyl glucosinolate (I3M) to 4OH-I3M	rxn23775_c
PS_complex_24785d	rxn23776_c_A	Indole glucosinolate methyltransferase	Indole glucosinolate methyltransferase	rxn23776_c
PS_complex_da0a37	rxn23780_c_A	2-oxo-5-methylthiopentanoate transaminase	2-oxo-5-methylthiopentanoate transaminase (EC 2.6.1.-)	rxn23780_c
PS_complex_a80536	rxn23780_d_A	2-oxo-5-methylthiopentanoate transaminase	2-oxo-5-methylthiopentanoate transaminase (EC 2.6.1.-)	rxn23780_d
PS_complex_e05521	rxn23784_c_A	Flavin-containing glucosinolate S-oxygenase	Flavin-containing glucosinolate S-oxygenase (no EC)	rxn23784_c
PS_complex_808437	rxn23785_c_A	Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase	Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase (no EC)	rxn23785_c
PS_complex_634603	rxn23786_c_A	Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase	Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase (hydroxylation) (no EC)	rxn23786_c
PS_complex_4f363b	rxn23787_c_A	Benzoylated glucosinolates modification, unresolved step	Benzoylated glucosinolates modification, unresolved step	rxn23787_c
PS_complex_34fd75	rxn23801_c_A	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	rxn23801_c
PS_complex_f8488e	rxn23801_r_A	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	rxn23801_r
PS_complex_7a6694	rxn23803_c_A	Shikimate O-hydroxycinnamoyltransferase	Shikimate O-hydroxycinnamoyltransferase (EC 2.3.1.133)	rxn23803_c
PS_complex_7953ec	rxn23805_d_A	2-methyl-6-solanyl-1,4-benzoquinone methyltransferase	2-methyl-6-solanyl-1,4-benzoquinone methyltransferase, eukaryotic type	rxn23805_d
PS_complex_f6be11	rxn23937_c_A	Long-chain fatty acid omega-hydroxylase	Long-chain fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn23937_c
PS_complex_b1861f	rxn23937_c_B	Long-chain fatty acid omega-hydroxylase of sporopollenin biosynthesis	Long-chain fatty acid omega-hydroxylase of sporopollenin biosynthesis (EC 1.14.13.-)	rxn23937_c
PS_complex_bd53a5	rxn23937_r_A	Long-chain fatty acid omega-hydroxylase	Long-chain fatty acid omega-hydroxylase (EC 1.14.13.-)	rxn23937_r
PS_complex_0d2b5c	rxn24108_c_A	L-Serine decarboxylase	L-Serine decarboxylase (EC 4.1.1.-)	rxn24108_c
PS_complex_c0d6b6	rxn24109_d_A	Arogenate dehydrogenase	Arogenate dehydrogenase (EC 1.3.1.78)	rxn24109_d
PS_complex_373208	rxn24111_c_A	Ethanolamine N-methyltransferase	Ethanolamine N-methyltransferase, free-base-specific (EC 2.1.1.-)	rxn24111_c
PS_complex_75130f	rxn24112_c_A	Ethanolamine N-methyltransferase	Ethanolamine N-methyltransferase, free-base-specific (EC 2.1.1.-)	rxn24112_c
PS_complex_ccdacd	rxn24113_c_A	Ethanolamine N-methyltransferase	Ethanolamine N-methyltransferase, free-base-specific (EC 2.1.1.-)	rxn24113_c
PS_complex_964a66	rxn24114_c_A	Diacylglycerol cholinephosphotransferase	Diacylglycerol cholinephosphotransferase (EC 2.7.8.2)	rxn24114_c
PS_complex_66d400	rxn24131_c_A	UDP-glucose:p-aminobenzoate glucosyltransferase	UDP-glucose:p-aminobenzoate glucosyltransferase	rxn24131_c
PS_complex_36f94c	rxn24148_c_A	Formate--tetrahydrofolate ligase	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	rxn24148_c
PS_complex_136179	rxn24246_c_A	Spontaneous Reaction	Spontaneous Reaction	rxn24246_c
PS_complex_98adb8	rxn24286_c_A	UDP-sugar pyrophosphorylase	UDP-sugar pyrophosphorylase (EC 2.7.7.64)	rxn24286_c
PS_complex_51e8c6	rxn24288_c_A	Cyclopropane-fatty-acyl-phospholipid synthase	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79), plant type	rxn24288_c
PS_complex_468540	rxn24290_c_A	Cyclopropane desaturase	Cyclopropane desaturase (no EC)	rxn24290_c
PS_complex_be7f7c	rxn24310_d_A	1,4-dihydroxy-2-naphthoate polyprenyltransferase	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	rxn24310_d
PS_complex_686142	rxn24312_d_A	2-heptaprenyl-1,4-naphthoquinone methyltransferase	2-heptaprenyl-1,4-naphthoquinone methyltransferase MenG of phylloquinone biosynthesis (EC 2.1.1.-)	rxn24312_d
PS_complex_a22fd6	rxn24330_d_A	O-succinylbenzoic acid--CoA ligase	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	rxn24330_d
PS_complex_93307b	rxn24330_x_A	O-succinylbenzoic acid--CoA ligase	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	rxn24330_x
PS_complex_c9882a	rxn24348_c_A	Flavanone-3-hydroxylase	Flavanone-3-hydroxylase (EC 1.14.13.21)	rxn24348_c
PS_complex_d9b51c	rxn24348_c_B	Flavonoid 3'-hydroxylase	Flavonoid 3'-hydroxylase (EC 1.14.13.21)	rxn24348_c
PS_complex_649303	rxn24348_c_C	Flavonoid 3'-monooxygenase	Flavonoid 3'-monooxygenase (EC 1.14.13.21)	rxn24348_c
PS_complex_63dafb	rxn24348_r_A	Flavanone-3-hydroxylase	Flavanone-3-hydroxylase (EC 1.14.13.21)	rxn24348_r
PS_complex_cfbf8b	rxn24348_r_B	Flavonoid 3'-hydroxylase	Flavonoid 3'-hydroxylase (EC 1.14.13.21)	rxn24348_r
PS_complex_05c0dc	rxn24348_r_C	Flavonoid 3'-monooxygenase	Flavonoid 3'-monooxygenase (EC 1.14.13.21)	rxn24348_r
PS_complex_98afa2	rxn24357_c_A	Chlorophyll a synthase	Chlorophyll a synthase ChlG (EC 2.5.1.62)	rxn24357_c
PS_complex_65ff2d	rxn24357_d_A	Chlorophyll a synthase	Chlorophyll a synthase ChlG (EC 2.5.1.62)	rxn24357_d
PS_complex_3e933e	rxn24358_d_A	Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn24358_d
PS_complex_708725	rxn24360_d_A	Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn24360_d
PS_complex_90ce6c	rxn24362_d_A	Geranylgeranyl diphosphate reductase	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn24362_d
PS_complex_a7a0b8	rxn24385_c_A	Very-long-chain 3-oxoacyl-CoA synthase	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)	rxn24385_c
PS_complex_57b0a7	rxn24385_x_A	Very-long-chain 3-oxoacyl-CoA synthase	Very-long-chain 3-oxoacyl-CoA synthase (EC 2.3.1.199)	rxn24385_x
PS_complex_564e41	rxn24404_c_A	NADP phosphatase	NADP phosphatase (EC 3.1.3.-)	rxn24404_c
PS_complex_c69421	rxn24407_c_A	1,4-alpha-glucan (starch) branching enzyme	1,4-alpha-glucan (starch) branching enzyme, GH-13-type (EC 2.4.1.18)	rxn24407_c
PS_complex_fdb3a4	rxn24407_d_A	1,4-alpha-glucan (starch) branching enzyme	1,4-alpha-glucan (starch) branching enzyme, GH-13-type (EC 2.4.1.18)	rxn24407_d
PS_complex_f4bd5d	rxn24409_c_A	Very-long-chain enoyl-CoA reductase	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93)	rxn24409_c
PS_complex_123339	rxn24441_c_A	Sphingosine N-acyltransferase	Sphingosine N-acyltransferase (EC 2.3.1.24)	rxn24441_c
PS_complex_936e56	rxn24443_c_A	Ceramide glucosyltransferase	Ceramide glucosyltransferase (EC 2.4.1.80)	rxn24443_c
PS_complex_d94688	rxn24445_c_A	Inositol-phosphorylceramide synthase	Inositol-phosphorylceramide synthase (EC 2.7.8.-)	rxn24445_c
PS_complex_a6f8b6	rxn24447_r_A	Monooxygenase	Monooxygenase	rxn24447_r
PS_complex_d98744	rxn24448_c_A	Ceramide hydroxylase	Ceramide hydroxylase	rxn24448_c
PS_complex_73ea91	rxn24450_c_A	Delta-8-sphingolipid desaturase	Delta-8-sphingolipid desaturase (EC 1.14.19.4)	rxn24450_c
PS_complex_f6ac77	rxn24451_c_A	Ceramide kinase	Ceramide kinase (EC 2.7.1.138)	rxn24451_c
PS_complex_87419b	rxn24452_c_A	Glucosylceramide synthase	Glucosylceramide synthase	rxn24452_c
PS_complex_70f2de	rxn24508_d_A	Acyl-ACP desaturase, Stearoyl-ACP desaturase	Putative acyl-ACP desaturase, Stearoyl-ACP desaturase (EC 1.14.19.2)	rxn24508_d
PS_complex_06c801	rxn24650_c_A	Cardiolipin synthetase	Cardiolipin synthetase (EC 2.7.8.-)	rxn24650_c
PS_complex_0c754a	rxn24761_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24761_c
PS_complex_fa5c41	rxn24761_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24761_d
PS_complex_891dc0	rxn24761_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24761_r
PS_complex_268cf7	rxn24763_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24763_d
PS_complex_02ca38	rxn24763_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24763_r
PS_complex_d281d5	rxn24765_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24765_c
PS_complex_f5bde6	rxn24765_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24765_d
PS_complex_c19a5d	rxn24765_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24765_r
PS_complex_1d0a92	rxn24767_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24767_d
PS_complex_fe683e	rxn24767_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24767_r
PS_complex_166068	rxn24769_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24769_c
PS_complex_cb83a2	rxn24769_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24769_d
PS_complex_615cd1	rxn24769_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24769_r
PS_complex_ef8e0f	rxn24771_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24771_d
PS_complex_2d9299	rxn24771_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24771_r
PS_complex_78c467	rxn24773_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24773_c
PS_complex_9fda77	rxn24773_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24773_d
PS_complex_bd52f5	rxn24773_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24773_r
PS_complex_8e78c2	rxn24775_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24775_d
PS_complex_e48617	rxn24775_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24775_r
PS_complex_fbcab1	rxn24777_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24777_c
PS_complex_d1c2e9	rxn24777_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24777_d
PS_complex_30168b	rxn24777_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24777_r
PS_complex_372dae	rxn24779_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24779_d
PS_complex_db728e	rxn24779_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24779_r
PS_complex_334ba1	rxn24781_d_A	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase (EC 1.14.19.-)	rxn24781_d
PS_complex_cc81ed	rxn24783_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24783_c
PS_complex_a95670	rxn24783_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24783_d
PS_complex_99db36	rxn24783_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24783_r
PS_complex_d92d5f	rxn24785_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24785_d
PS_complex_3fc587	rxn24785_r_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24785_r
PS_complex_5440da	rxn24787_d_A	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase	Palmitoyl-monogalactosyldiacylglycerol delta-7 desaturase (EC 1.14.19.-)	rxn24787_d
PS_complex_209999	rxn24789_c_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24789_c
PS_complex_2c24eb	rxn24789_d_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24789_d
PS_complex_ec95b9	rxn24789_r_A	Omega-6 fatty acid desaturase	Omega-6 fatty acid desaturase (EC 1.14.19.-)	rxn24789_r
PS_complex_e609b3	rxn24791_d_A	Omega-3 fatty acid desaturase	Omega-3 fatty acid desaturase (EC 1.14.19.-)	rxn24791_d
