"PSI","Species A","Species B"
"0.30","Osativa_v7.0||LOC_Os01g24790.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os01g42880.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os04g42830.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os04g42830.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Osativa_v7.0||LOC_Os05g04584.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os05g04930.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Osativa_v7.0||LOC_Os05g08640.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os06g39470.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os06g49660.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Osativa_v7.0||LOC_Os06g49660.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Osativa_v7.0||LOC_Os07g14080.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Osativa_v7.0||LOC_Os10g35950.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","PWA35222.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","PWA35222.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","PWA35222.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","PWA43491.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","PWA53146.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","PWA57336.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","PWA70545.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","PWA70547.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","PWA80301.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","PWA89610.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","PWA90338.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","PWA96661.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G127400.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G127400.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G127600.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Ptrichocarpa_v4.1||Potri.001G127600.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G127600.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G326300.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G447300.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Ptrichocarpa_v4.1||Potri.001G447500.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Ptrichocarpa_v4.1||Potri.001G447700.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Ptrichocarpa_v4.1||Potri.001G448000.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.001G448000.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.011G153500.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.015G100800.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Ptrichocarpa_v4.1||Potri.017G068500.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.017G068500.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G002900.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G002900.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G003000.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G003000.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G043600.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G126400.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Ptrichocarpa_v4.1||Potri.019G126400.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.001G201800.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.001G277800.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Sbicolor_v3.1.1||Sobic.002G063800.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.003G043600.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.003G219700.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Sbicolor_v3.1.1||Sobic.003G219700.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.003G219800.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.003G219800.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.003G368100.2","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.003G408900.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.004G328700.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Sbicolor_v3.1.1||Sobic.005G122800.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.006G247400.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Sbicolor_v3.1.1||Sobic.006G247400.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.009G034300.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.009G037200.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.009G037300.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.009G037300.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.009G065600.2","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Sbicolor_v3.1.1||Sobic.010G180100.1","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.010G259300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Sbicolor_v3.1.1||Sobic.010G259600.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Slycopersicum_ITAG3.2||Solyc03g097500.3.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Slycopersicum_ITAG3.2||Solyc04g079720.3.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Slycopersicum_ITAG3.2||Solyc04g079720.3.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Slycopersicum_ITAG3.2||Solyc07g049670.3.1","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Slycopersicum_ITAG3.2||Solyc08g005770.3.1","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Slycopersicum_ITAG3.2||Solyc08g013830.1.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Slycopersicum_ITAG3.2||Solyc11g008630.2.1","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Smoellendorffii_v1.0||440924","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Spolyrhiza_v2||Spipo26G0021000","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Spolyrhiza_v2||Spipo26G0021000","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Spolyrhiza_v2||Spipo26G0021000","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Spolyrhiza_v2||Spipo30G0014700","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Spolyrhiza_v2||Spipo4G0058100","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Spolyrhiza_v2||Spipo9G0059300","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Taxus_chinensis||evm2.model.Chr01.1502","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Taxus_chinensis||evm2.model.Chr01.1502","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Taxus_chinensis||evm2.model.Chr01.1804","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Taxus_chinensis||evm2.model.Chr01.1804","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Taxus_chinensis||evm2.model.Chr01.559","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Taxus_chinensis||evm2.model.Chr10.2860","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Taxus_chinensis||evm2.model.Chr10.2860","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Taxus_chinensis||evm2.model.Chr11.2596","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Taxus_chinensis||evm2.model.Chr12.468","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d006795_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d006795_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d007781_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d009960_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d009960_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d011348_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d011348_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d011349_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d011349_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d011979_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d014748_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d014748_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d024763_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d032527_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d037619_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d037619_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d042723_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d044475_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d044475_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d045304_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d046455_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.30","Zmays_RefGen_V4||Zm00001d046455_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046604_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046604_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046604_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046604_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046610_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046610_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046610_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d046610_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d048866_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d049989_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.30","Zmays_RefGen_V4||Zm00001d049989_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Athaliana_TAIR10||AT2G25150.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Athaliana_TAIR10||AT3G47170.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Athaliana_TAIR10||AT5G07080.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.207"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00014.51"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi1g34850.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi1g49060.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi2g04990.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi2g36670.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi2g41620.2"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Bdistachyon_v3.1||Bradi5g15140.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Csinensis_v1.1||orange1.1g013437m"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Csinensis_v1.1||orange1.1g013997m"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Csinensis_v1.1||orange1.1g039112m"
"0.30","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ002392"
"0.30","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ025843"
"0.30","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ025846"
"0.30","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ025847"
"0.30","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ026055"
"0.30","sp|Q8LL69|DBNBT_TAXCA","GWHPAOSJ026098"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.01G152000.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.02G001100.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.04G151700.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.04G198000.2"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.06G167600.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Gmax_Wm82.a4.v1||Glyma.13G371000.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000166457"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000212465"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000407572"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os01g08380.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os01g24790.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os06g49660.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os07g14080.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","PWA35222.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","PWA57336.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","PWA70545.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.001G127600.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.001G447300.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.001G447500.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.001G447700.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Ptrichocarpa_v4.1||Potri.015G100800.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.001G277800.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.003G219700.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.004G328700.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.006G247400.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Sbicolor_v3.1.1||Sobic.009G065600.2"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Slycopersicum_ITAG3.2||Solyc03g097500.3.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Slycopersicum_ITAG3.2||Solyc04g079720.3.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Slycopersicum_ITAG3.2||Solyc08g013830.1.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Slycopersicum_ITAG3.2||Solyc11g008630.2.1"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo26G0021000"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo9G0059300"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr01.1804"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr01.559"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr10.2860"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Taxus_chinensis||evm2.model.Chr12.468"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d009960_T001"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d011348_T001"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d011349_T001"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d014748_T001"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d037619_T001"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d045304_T001"
"0.30","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d046455_T001"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.207"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.43"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi1g34850.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi1g36980.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ025846"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G001100.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.03G244400.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.10G000300.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.19G221100.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.19G242000.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000233164"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000240081"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os06g49660.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.001G448000.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.019G002900.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.019G003000.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.019G043600.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.019G126400.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.001G201800.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.009G037200.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.010G259300.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.010G259600.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Slycopersicum_ITAG3.2||Solyc08g005770.3.1"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d006795_T001"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d046604_T001"
"0.30","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d046610_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Athaliana_TAIR10||AT3G03480.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.212"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi1g34850.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi2g36670.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi2g36910.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi2g43520.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi3g30220.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi4g21930.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Csinensis_v1.1||orange1.1g013997m"
"0.30","sp|Q9M6E2|DBAT_TAXCU","GWHPAOSJ025843"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.03G244300.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.04G151700.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.06G167600.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.06G211200.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.10G159600.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000185723"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000212465"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os05g08640.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","PWA35222.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","PWA43491.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","PWA90338.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","PWA96661.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.001G127400.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.017G068500.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.002G063800.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.003G043600.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.003G219700.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.003G219800.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.003G408900.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Sbicolor_v3.1.1||Sobic.006G247400.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Slycopersicum_ITAG3.2||Solyc04g079720.3.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Slycopersicum_ITAG3.2||Solyc07g049670.3.1"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Spolyrhiza_v2||Spipo26G0021000"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Spolyrhiza_v2||Spipo4G0058100"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Taxus_chinensis||evm2.model.Chr01.1502"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Taxus_chinensis||evm2.model.Chr01.1804"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Taxus_chinensis||evm2.model.Chr10.2860"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Taxus_chinensis||evm2.model.Chr11.2596"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d009960_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d011348_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d011979_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d014748_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d032527_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d037619_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d044475_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d046604_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d046610_T001"
"0.30","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d049989_T001"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT3G03480.1"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Athaliana_TAIR10||AT3G47170.1"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.100"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi2g04980.1"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi2g36670.1"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi2g43520.1"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi3g30220.1"
"0.30","sp|Q9M6F0|T5AT_TAXCU","Bdistachyon_v3.1||Bradi4g21930.1"
