"PSI","Species A","Species B"
"0.34","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00062.139","sp|Q84KI1|T14H_TAXCU"
"0.34","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00077.64","sp|Q8W4T9|T13H_TAXCU"
"0.34","Bdistachyon_v3.1||Bradi1g26120.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Bdistachyon_v3.1||Bradi1g59680.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Csinensis_v1.1||orange1.1g011325m","sp|Q84KI1|T14H_TAXCU"
"0.34","Csinensis_v1.1||orange1.1g011873m","sp|Q6WG30|T5H_TAXCU"
"0.34","Csinensis_v1.1||orange1.1g011873m","sp|Q8W4T9|T13H_TAXCU"
"0.34","Csinensis_v1.1||orange1.1g013728m","sp|Q84KI1|T14H_TAXCU"
"0.34","GWHPAOSJ009133","sp|Q8W4T9|T13H_TAXCU"
"0.34","GWHPAOSJ009135","sp|Q8W4T9|T13H_TAXCU"
"0.34","GWHPAOSJ009525","sp|Q8W4T9|T13H_TAXCU"
"0.34","GWHPAOSJ013814","sp|Q9AXM6|T10H_TAXCU"
"0.34","GWHPAOSJ013815","sp|Q9AXM6|T10H_TAXCU"
"0.34","GWHPAOSJ013816","sp|Q6WG30|T5H_TAXCU"
"0.34","GWHPAOSJ014574","sp|Q84KI1|T14H_TAXCU"
"0.34","GWHPAOSJ014574","sp|Q9AXM6|T10H_TAXCU"
"0.34","GWHPAOSJ015251","sp|Q8W4T9|T13H_TAXCU"
"0.34","GWHPAOSJ015252","sp|Q6WG30|T5H_TAXCU"
"0.34","GWHPAOSJ015252","sp|Q9AXM6|T10H_TAXCU"
"0.34","GWHPAOSJ015253","sp|Q9AXM6|T10H_TAXCU"
"0.34","GWHPAOSJ015258","sp|Q84KI1|T14H_TAXCU"
"0.34","GWHPAOSJ016191","sp|Q6WG30|T5H_TAXCU"
"0.34","GWHPAOSJ016191","sp|Q9AXM6|T10H_TAXCU"
"0.34","GWHPAOSJ019538","sp|Q84KI1|T14H_TAXCU"
"0.34","Gmax_Wm82.a4.v1||Glyma.05G170400.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Gmax_Wm82.a4.v1||Glyma.05G170400.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Gmax_Wm82.a4.v1||Glyma.18G052400.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000130449","sp|Q8W4T9|T13H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000130449","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000141909","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000199164","sp|Q84KI1|T14H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000229468","sp|Q8W4T9|T13H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000229468","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000240660","sp|Q84KI1|T14H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000240660","sp|Q8W4T9|T13H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000254498","sp|Q8W4T9|T13H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000318069","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000427970","sp|Q84KI1|T14H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000427970","sp|Q8W4T9|T13H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000427970","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000440922","sp|Q8W4T9|T13H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000683385","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000911067","sp|Q9AXM6|T10H_TAXCU"
"0.34","Mdomestica_v1.0||MDP0000934840","sp|Q8W4T9|T13H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33440.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33440.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33480.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33550.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33610.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33610.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Osativa_v7.0||LOC_Os07g33620.1","sp|Q84KI1|T14H_TAXCU"
"0.34","PWA34678.1","sp|Q84KI1|T14H_TAXCU"
"0.34","PWA49072.1","sp|Q6WG30|T5H_TAXCU"
"0.34","PWA63476.1","sp|Q84KI1|T14H_TAXCU"
"0.34","PWA74676.1","sp|Q6WG30|T5H_TAXCU"
"0.34","PWA95355.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.001G425675.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.011G001500.4","sp|Q84KI1|T14H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.011G001500.4","sp|Q8W4T9|T13H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.011G137950.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.011G155600.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.012G115000.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.012G115000.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.013G106200.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.018G134700.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Ptrichocarpa_v4.1||Potri.018G134700.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sbicolor_v3.1.1||Sobic.002G336100.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sbicolor_v3.1.1||Sobic.002G336100.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sbicolor_v3.1.1||Sobic.005G192500.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Sbicolor_v3.1.1||Sobic.008G122800.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sbicolor_v3.1.1||Sobic.010G242100.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Slycopersicum_ITAG3.2||Solyc06g065420.2.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Slycopersicum_ITAG3.2||Solyc11g056670.2.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Smoellendorffii_v1.0||112151","sp|Q84KI1|T14H_TAXCU"
"0.34","Smoellendorffii_v1.0||234244","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx02G009400.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx02G010600.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx02G010600.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx04G051100.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx04G052300.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx08G114300.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx08G114300.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx09G104500.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx09G104500.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx11G072600.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx15G044900.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx16G102100.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx16G102100.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G017700.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G017700.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G017700.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G017900.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G017900.1","sp|Q9AXM6|T10H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G018400.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G018500.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G018500.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G045100.1","sp|Q84KI1|T14H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G045200.1","sp|Q6WG30|T5H_TAXCU"
"0.34","Sphagnum_fallax||Sphfalx17G045200.1","sp|Q8W4T9|T13H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr08.661","sp|Q9AXM6|T10H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr08.669","sp|Q6WG30|T5H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr08.670","sp|Q84KI1|T14H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr08.670","sp|Q9AXM6|T10H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr08.680","sp|Q84KI1|T14H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr11.2601","sp|Q6WG30|T5H_TAXCU"
"0.34","Taxus_chinensis||evm2.model.Chr11.2601","sp|Q8W4T9|T13H_TAXCU"
"0.34","Zmays_RefGen_V4||Zm00001d006503_T001","sp|Q8W4T9|T13H_TAXCU"
"0.34","Zmays_RefGen_V4||Zm00001d014554_T001","sp|Q9AXM6|T10H_TAXCU"
"0.34","Zmays_RefGen_V4||Zm00001d021639_T001","sp|Q8W4T9|T13H_TAXCU"
"0.34","Zmays_RefGen_V4||Zm00001d048819_T001","sp|Q6WG30|T5H_TAXCU"
"0.34","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g011873m"
"0.34","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ013816"
"0.34","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ015252"
"0.34","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ016191"
"0.34","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.05G170400.1"
"0.34","sp|Q6WG30|T5H_TAXCU","PWA49072.1"
"0.34","sp|Q6WG30|T5H_TAXCU","PWA74676.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.001G425675.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.011G137950.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.018G134700.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.005G192500.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx02G010600.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx09G104500.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx16G102100.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx17G018500.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx17G045200.1"
"0.34","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr08.669"
"0.34","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr11.2601"
"0.34","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d048819_T001"
"0.34","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00062.139"
"0.34","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g011325m"
"0.34","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g013728m"
"0.34","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ014574"
"0.34","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ015258"
"0.34","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ019538"
"0.34","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.18G052400.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000199164"
"0.34","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000240660"
"0.34","sp|Q84KI1|T14H_TAXCU","Mdomestica_v1.0||MDP0000427970"
"0.34","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os07g33550.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os07g33610.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os07g33620.1"
"0.34","sp|Q84KI1|T14H_TAXCU","PWA34678.1"
"0.34","sp|Q84KI1|T14H_TAXCU","PWA63476.1"
"0.34","sp|Q84KI1|T14H_TAXCU","PWA95355.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.011G001500.4"
"0.34","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.011G155600.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.012G115000.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.013G106200.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.002G336100.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc11g056670.2.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Smoellendorffii_v1.0||112151"
"0.34","sp|Q84KI1|T14H_TAXCU","Smoellendorffii_v1.0||234244"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx02G009400.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx04G052300.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx11G072600.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx17G017700.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx17G017900.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx17G018400.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx17G045100.1"
"0.34","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr08.670"
"0.34","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr08.680"
"0.34","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00077.64"
"0.34","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi1g26120.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi1g59680.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Csinensis_v1.1||orange1.1g011873m"
"0.34","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ009133"
"0.34","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ009135"
"0.34","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ009525"
"0.34","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ015251"
"0.34","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.05G170400.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000130449"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000229468"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000240660"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000254498"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000427970"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000440922"
"0.34","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000934840"
"0.34","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os07g33440.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os07g33480.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os07g33610.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.011G001500.4"
"0.34","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.018G134700.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.002G336100.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.008G122800.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx02G010600.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx04G051100.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx08G114300.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx09G104500.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx15G044900.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx17G017700.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx17G018500.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx17G045200.1"
"0.34","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr11.2601"
"0.34","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d006503_T001"
"0.34","sp|Q8W4T9|T13H_TAXCU","Zmays_RefGen_V4||Zm00001d021639_T001"
"0.35","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.133","sp|Q84KI1|T14H_TAXCU"
"0.35","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.133","sp|Q9AXM6|T10H_TAXCU"
"0.35","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00049.135","sp|Q84KI1|T14H_TAXCU"
"0.35","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00062.139","sp|Q6WG30|T5H_TAXCU"
"0.35","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00077.64","sp|Q6WG30|T5H_TAXCU"
"0.35","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00077.64","sp|Q9AXM6|T10H_TAXCU"
"0.35","Bdistachyon_v3.1||Bradi4g22820.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Csinensis_v1.1||orange1.1g011325m","sp|Q9AXM6|T10H_TAXCU"
"0.35","Csinensis_v1.1||orange1.1g013728m","sp|Q9AXM6|T10H_TAXCU"
"0.35","Csinensis_v1.1||orange1.1g035672m","sp|Q9AXM6|T10H_TAXCU"
"0.35","Csinensis_v1.1||orange1.1g036579m","sp|Q84KI1|T14H_TAXCU"
"0.35","Csinensis_v1.1||orange1.1g036579m","sp|Q8W4T9|T13H_TAXCU"
"0.35","Csinensis_v1.1||orange1.1g038018m","sp|Q8W4T9|T13H_TAXCU"
"0.35","GWHPAOSJ013814","sp|Q6WG30|T5H_TAXCU"
"0.35","GWHPAOSJ013815","sp|Q6WG30|T5H_TAXCU"
"0.35","GWHPAOSJ013816","sp|Q9AXM6|T10H_TAXCU"
"0.35","GWHPAOSJ014574","sp|Q6WG30|T5H_TAXCU"
"0.35","GWHPAOSJ015258","sp|Q6WG30|T5H_TAXCU"
"0.35","GWHPAOSJ015258","sp|Q9AXM6|T10H_TAXCU"
"0.35","GWHPAOSJ016191","sp|Q8W4T9|T13H_TAXCU"
"0.35","GWHPAOSJ022988","sp|Q84KI1|T14H_TAXCU"
"0.35","Gmax_Wm82.a4.v1||Glyma.05G166900.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Gmax_Wm82.a4.v1||Glyma.08G125100.2","sp|Q84KI1|T14H_TAXCU"
"0.35","Gmax_Wm82.a4.v1||Glyma.18G052400.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Gmax_Wm82.a4.v1||Glyma.18G052400.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000130449","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000142244","sp|Q84KI1|T14H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000199164","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000199164","sp|Q8W4T9|T13H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000229468","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000286068","sp|Q8W4T9|T13H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000318069","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000318069","sp|Q8W4T9|T13H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000427970","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000440922","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000683385","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000683385","sp|Q8W4T9|T13H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000911067","sp|Q6WG30|T5H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000911067","sp|Q8W4T9|T13H_TAXCU"
"0.35","Mdomestica_v1.0||MDP0000934840","sp|Q84KI1|T14H_TAXCU"
"0.35","Osativa_v7.0||LOC_Os07g33480.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Osativa_v7.0||LOC_Os07g33550.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Osativa_v7.0||LOC_Os07g33580.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Osativa_v7.0||LOC_Os07g33620.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Osativa_v7.0||LOC_Os07g33620.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","PWA56874.1","sp|Q84KI1|T14H_TAXCU"
"0.35","PWA82373.1","sp|Q84KI1|T14H_TAXCU"
"0.35","PWA92439.1","sp|Q84KI1|T14H_TAXCU"
"0.35","PWA92439.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.001G440200.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.001G440200.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.002G060700.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.004G017633.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.004G017800.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.011G001300.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.011G155600.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.011G155600.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.013G106100.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.013G106200.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.018G133901.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.018G134300.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.018G134300.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.019G057901.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.019G078600.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Ptrichocarpa_v4.1||Potri.019G078600.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Sbicolor_v3.1.1||Sobic.002G320200.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Sbicolor_v3.1.1||Sobic.002G320200.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Sbicolor_v3.1.1||Sobic.002G336100.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Sbicolor_v3.1.1||Sobic.008G122800.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc02g069600.3.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc06g065420.2.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc06g065430.3.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc07g055970.1.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc07g064450.3.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc07g064450.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Slycopersicum_ITAG3.2||Solyc11g056670.2.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Smoellendorffii_v1.0||234244","sp|Q9AXM6|T10H_TAXCU"
"0.35","Smoellendorffii_v1.0||403029","sp|Q8W4T9|T13H_TAXCU"
"0.35","Smoellendorffii_v1.0||444868","sp|Q6WG30|T5H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx01G047600.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx01G047600.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx01G047600.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx02G009400.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx02G009500.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx02G009500.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx02G010600.1","sp|Q9AXM6|T10H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx04G051100.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx04G052300.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx04G052300.1","sp|Q8W4T9|T13H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx04G052400.1","sp|Q6WG30|T5H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx04G052400.1","sp|Q84KI1|T14H_TAXCU"
"0.35","Sphagnum_fallax||Sphfalx04G052400.1","sp|Q8W4T9|T13H_TAXCU"
